,КодТовара,Номенклатура,Характеристика,Толщина,КоличествоОстаток
,43081,ДСП лам. Kronospan 5981 BS Кашемир,470х790,18.00,0.371
,43081,ДСП лам. Kronospan 5981 BS Кашемир,2170х2070,18.00,4.492
,43081,ДСП лам. Kronospan 5981 BS Кашемир,600х1140,18.00,0.684
,65084,ДСП лам. Kronospan 6459 PE Белый Платиновый NEW 2019,2460х630,18.00,1.55
,65084,ДСП лам. Kronospan 6459 PE Белый Платиновый NEW 2019,420х1380,18.00,0.58
,65083,ДСП лам. Kronospan 6459 SM Белый Платиновый NEW 2019,1790х640,18.00,1.146
,65083,ДСП лам. Kronospan 6459 SM Белый Платиновый NEW 2019,1010х1030,18.00,1.04
,44027,ДСП лам. Kronospan 7063 SU Пастельный зеленый **,430х1140,18.00,0.49
,15386,ДСП лам. Kronospan 7113 BS Красный чили,630х880,18.00,0.554
,15386,ДСП лам. Kronospan 7113 BS Красный чили,1800х1800,18.00,3.24
,15194,ДСП лам. Kronospan 7167 SU Виола/Фиалка,2800х1670,18.00,4.676
,14177,ДСП лам. Kronospan 7179 BS Лазурный **,1430х1490,18.00,2.131
,14177,ДСП лам. Kronospan 7179 BS Лазурный **,720х600,18.00,0.432
,14195,ДСП лам. Kronospan 7648 SN Венге Винтаж (Сontempo),1710х1870,18.00,3.198
,34529,ДСП лам. Kronospan 8362 SN Крослайн карамель  НОВАЯ СТРУКТУРА,2800х1900,18.00,5.32
,44302,ДСП лам. Kronospan 8431 SN Дуб нагано НОВАЯ СТРУКТУРА,2320х1340,18.00,3.109
,11543,ДСП лам. Kronospan 8508 SN Выбеленное дерево светлое (Contempo),2800х790,18.00,2.212
,11543,ДСП лам. Kronospan 8508 SN Выбеленное дерево светлое (Contempo),2800х1740,18.00,4.872
,11543,ДСП лам. Kronospan 8508 SN Выбеленное дерево светлое (Contempo),2800х600,18.00,1.68
,11543,ДСП лам. Kronospan 8508 SN Выбеленное дерево светлое (Contempo),2800х1120,18.00,3.136
,11543,ДСП лам. Kronospan 8508 SN Выбеленное дерево светлое (Contempo),2060х410,18.00,0.845
,11543,ДСП лам. Kronospan 8508 SN Выбеленное дерево светлое (Contempo),2800х720,18.00,2.016
,26775,ДСП лам. Kronospan 8508 SN Выбеленное дерево светлое (Contempo),2800х1350,10.00,3.78
,22050,ДСП лам. Kronospan 8533 BS Маккиато,560х790,18.00,0.442
,14181,ДСП лам. Kronospan 8534 BS Роза,940х710,18.00,0.667
,14181,ДСП лам. Kronospan 8534 BS Роза,2800х600,18.00,1.68
,14181,ДСП лам. Kronospan 8534 BS Роза,1820х1100,18.00,2.002
,11552,ДСП лам. Kronospan 8547 SN Файнлайн крем (Contempo),2800х1630,18.00,4.564
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,1750х2070,18.00,3.623
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,400х1440,18.00,0.576
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,810х440,18.00,0.356
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,710х650,18.00,0.462
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,1190х510,18.00,0.607
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,2370х2070,18.00,4.906
,23165,ДСП лам. Kronospan 8622 PR Дуб молочный,2390х700,10.00,1.673
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,1330х2070,18.00,2.753
,23165,ДСП лам. Kronospan 8622 PR Дуб молочный,1200х940,10.00,1.128
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,1220х2070,18.00,2.525
,23166,ДСП лам. Kronospan 8622 PR Дуб молочный,2800х1400,18.00,3.92
,14196,ДСП лам. Kronospan 8681 SM Белый бриллиант,550х650,18.00,0.716
,14196,ДСП лам. Kronospan 8681 SM Белый бриллиант,2200х630,18.00,1.386
,23740,ДСП лам. Kronospan 8685 BS Белый снег,1620х2070,18.00,3.353
,23740,ДСП лам. Kronospan 8685 BS Белый снег,2120х2070,18.00,4.388
,23740,ДСП лам. Kronospan 8685 BS Белый снег,1980х1500,18.00,2.97
,23740,ДСП лам. Kronospan 8685 BS Белый снег,2280х1800,18.00,4.104
,23740,ДСП лам. Kronospan 8685 BS Белый снег,700х620,18.00,0.434
,16267,ДСП лам. Kronospan 8921 PR Дуб Феррара,1240х1820,18.00,2.257
,16267,ДСП лам. Kronospan 8921 PR Дуб Феррара,1740х2070,18.00,3.602
,16267,ДСП лам. Kronospan 8921 PR Дуб Феррара,2800х1660,18.00,4.648
,16267,ДСП лам. Kronospan 8921 PR Дуб Феррара,1820х2070,18.00,3.767
,16267,ДСП лам. Kronospan 8921 PR Дуб Феррара,1480х1100,18.00,1.628
,16267,ДСП лам. Kronospan 8921 PR Дуб Феррара,2800х510,18.00,1.428
,21040,ДСП лам. Kronospan 8953 SU Орех тиеполо,2190х1020,18.00,2.234
,21040,ДСП лам. Kronospan 8953 SU Орех тиеполо,1680х440,18.00,0.739
,43085,ДСП лам. Kronospan 9561 BS Зеленый Оксид,1000х1120,18.00,1.12
,19003,ДСП лам. Kronospan 9763 PR Венге Луизиана МЕНЯЕТСЯ,1910х970,18.00,1.853
,58151,ДСП лам. Kronospan K003 PW Дуб Крафт Золотой,1840х1230,10.00,2.263
,28862,ДСП лам. Kronospan K003 PW Дуб Крафт Золотой НОВАЯ СТРУКТУРА,840х950,18.00,0.798
,28862,ДСП лам. Kronospan K003 PW Дуб Крафт Золотой НОВАЯ СТРУКТУРА,950х940,18.00,0.893
,30753,ДСП лам. Kronospan K005 PW Дуб Урбан Ойстер,2360х1000,18.00,2.36
,30753,ДСП лам. Kronospan K005 PW Дуб Урбан Ойстер,2600х630,18.00,1.638
,30753,ДСП лам. Kronospan K005 PW Дуб Урбан Ойстер,1700х1800,18.00,3.06
,32003,ДСП лам. Kronospan K006 PW Дуб Урбан Янтарный НОВАЯ СТРУКТУРА,2190х1200,18.00,2.628
,16285,ДСП лам. Kronospan K010 SN Сосна Лофт Белая,680х2000,18.00,0.36
,16286,ДСП лам. Kronospan K011 SN Сосна Лофт Кремовая,650х1040,18.00,0.676
,26529,ДСП лам. Kronospan K012 SU Бук Артизан Перламутровый,2800х1320,18.00,3.696
,26529,ДСП лам. Kronospan K012 SU Бук Артизан Перламутровый,840х720,18.00,0.605
,26532,ДСП лам. Kronospan K015 PW Морское Дерево Винтаж,1290х690,18.00,0.89
,26532,ДСП лам. Kronospan K015 PW Морское Дерево Винтаж,2800х710,18.00,1.988
,26533,ДСП лам. Kronospan K016 PW Морское Дерево Карбон,500х780,18.00,0.39
,26533,ДСП лам. Kronospan K016 PW Морское Дерево Карбон,2270х1480,18.00,3.36
,26534,ДСП лам. Kronospan K017 PW Вяз Либерти Светлый,470х620,18.00,0.291
,26537,ДСП лам. Kronospan K020 PW Орех Селект Каменный,1310х1710,18.00,2.24
,43096,ДСП лам. Kronospan K080 PW Дуб Приморский Белый,1010х790,18.00,0.798
,43096,ДСП лам. Kronospan K080 PW Дуб Приморский Белый,2800х1250,18.00,3.5
,43097,ДСП лам. Kronospan K081 PW Дуб Приморский Сатиновый,2800х1640,18.00,4.592
,43097,ДСП лам. Kronospan K081 PW Дуб Приморский Сатиновый,2350х1230,18.00,2.891
,43097,ДСП лам. Kronospan K081 PW Дуб Приморский Сатиновый,910х810,18.00,0.737
,43098,ДСП лам. Kronospan K082 PW Дуб Бурбон,1100х1970,18.00,2.167
,43099,ДСП лам. Kronospan K083 SN Артвуд Светлый,1000х1330,18.00,1.33
,43099,ДСП лам. Kronospan K083 SN Артвуд Светлый,1480х690,18.00,1.021
,43100,ДСП лам. Kronospan K084 SN Артвуд Темный,2100х500,18.00,1.05
,43101,ДСП лам. Kronospan K085 PW Гикори Рокфорд Светлый,400х1520,18.00,0.608
,43102,ДСП лам. Kronospan K086 PW Гикори Рокфорд Натуральный,1890х2070,18.00,3.912
,43103,ДСП лам. Kronospan K087 PW Гикори Рокфорд Темный,660х1000,18.00,0.66
,75595,ДСП лам. Kronospan K088 PW Скандинавское Белое Дерево,1680х2070,10.00,3.478
,43094,ДСП лам. Kronospan K090 PW Дуб Экспрессив Бронзовый,2800х1940,18.00,5.432
,43087,ДСП лам. Kronospan K097 SU Сумеречный Голубой,1790х2070,18.00,3.705
,43106,ДСП лам. Kronospan K105 PW Дуб Эндгрейн Необработанный,400х1540,18.00,0.616
,43106,ДСП лам. Kronospan K105 PW Дуб Эндгрейн Необработанный,2370х2070,18.00,4.906
,69968,ДСП лам. Kronospan K357 PW Дуб Кастелло Серый NEW 2020,2800х1360,18.00,3.808
,69968,ДСП лам. Kronospan K357 PW Дуб Кастелло Серый NEW 2020,970х790,18.00,0.766
,69968,ДСП лам. Kronospan K357 PW Дуб Кастелло Серый NEW 2020,2800х1250,18.00,3.5
,69969,ДСП лам. Kronospan K358 PW Дуб Кастелло Медовый NEW 2020,2380х2070,18.00,4.927
,69969,ДСП лам. Kronospan K358 PW Дуб Кастелло Медовый NEW 2020,390х1540,18.00,0.601
,69971,ДСП лам. Kronospan K360 PW Дуб Харбор Винтажный NEW 2020,2800х1740,18.00,4.872
,69972,ДСП лам. Kronospan K361 PW Дуб Харбор Золотой NEW 2020,500х1470,18.00,0.735
,69973,ДСП лам. Kronospan K362 PW Дуб Харбор Эспрессо NEW 2020,2800х1720,18.00,4.816
,69974,ДСП лам. Kronospan K363 PW Вяз Аврора Натуральный NEW 2020,2160х670,18.00,1.447
,40733,ДСП лам. SWISSPAN 347 WL Дуб Ансберг Темный,1980х1830,18.00,3.623
,40752,ДСП лам. SWISSPAN 350 WL Ясень Ниагара Натуральный,1880х1830,18.00,3.44
,40739,ДСП лам. SWISSPAN 352 SG Акация Лейклэнд светлая,2600х1000,18.00,2.6
,40734,ДСП лам. SWISSPAN 368 WL Дуб Арканзас Темный,2550х590,18.00,1.505
,60847,ДСП лам. SWISSPAN 384 WL Вудлайн Кремовый (H1424),2750х1730,10.00,9.516
,60849,ДСП лам. SWISSPAN 429 WL Кантри,1290х1830,10.00,4.722
,60850,ДСП лам. SWISSPAN 433 WL Аляска,1290х1830,10.00,2.361
,40757,ДСП лам. SWISSPAN 434 SG Монолит,1110х1360,18.00,1.51
,40757,ДСП лам. SWISSPAN 434 SG Монолит,1500х910,18.00,1.365
,40757,ДСП лам. SWISSPAN 434 SG Монолит,2210х600,18.00,1.326
,40743,ДСП лам. SWISSPAN 438 WL Симфония,1880х1830,18.00,3.44
,71300,ДСП лам. SWISSPAN 440 SM Белая Аляска,1010х1600,18.00,1.616
,40747,ДСП лам. SWISSPAN 442 WL Дуб Таверна,2490х1130,18.00,2.814
,74449,"ДСП лам. SWISSPAN 479 WL Сосна Хельга ""NEW 2020"" Е0,5",1190х1830,18.00,2.178
,74449,"ДСП лам. SWISSPAN 479 WL Сосна Хельга ""NEW 2020"" Е0,5",490х1250,18.00,0.613
,40754,ДСП лам. SWISSPAN 484 WL Дуб Морас,2700х1350,18.00,3.645
,47678,ДСП лам. SWISSPAN 492 WL Тасмания,1980х1830,18.00,3.623
,47679,ДСП лам. SWISSPAN 495 WL Мадейра,2000х500,18.00,1
,63576,"ДСП лам. SWISSPAN 503 WL Аспен Е0,5",990х810,18.00,0.802
,63576,"ДСП лам. SWISSPAN 503 WL Аспен Е0,5",960х1830,18.00,1.757
,64631,"ДСП лам. SWISSPAN 508 WL Аликанте темный Е0,5",1980х1830,18.00,3.623
,63118,"ДСП лам. SWISSPAN 511 WL Десмонд Е0,5",1980х1830,18.00,3.623
,74450,"ДСП лам. SWISSPAN 515 WL Готланд ""NEW 2020"" Е0,5",1710х1830,18.00,3.129
,74452,"ДСП лам. SWISSPAN 516 WL Делано Светлый ""NEW 2020"" Е0,5",900х1250,18.00,1.125
,74444,"ДСП лам. SWISSPAN 518 WL Коломбо ""NEW 2020"" Е0,5",1710х1830,18.00,3.129
,74448,"ДСП лам. SWISSPAN 521 WL Ранчо Светлый ""NEW 2020"" Е0,5",1710х1830,18.00,3.129
,74454,"ДСП лам. SWISSPAN 523 WL Юкон  ""NEW 2020"" Е0,5",1710х1830,18.00,3.129
,71101,"ЛДСП Egger Арктика серый ST9 2800х2070х18мм (5,796) U2 NEW 2017-2019",1210х730,18.00,0.883
,58304,ЛМДФ плита 0110 SM 19мм двухсторонняя лам. Кronospan,2130х2070,19.00,4.409
,56000,ЛХДФ Белое 0110 Kronospan Сморгонь,2700х1100,3.00,2.97
,00055,Материал заказчика (ДСП),310х840,18.00,0.52
,32499,МДФ AGT 300 Металлик INOX\Белый PE,2800х860,18.00,2.408
,72913,МДФ AGT 3010 Жемчужина черная supramat/двухсторонний,2560х1220,18.00,3.123
,72917,МДФ AGT 3011Лондра блюз supramat/двухсторонний,2560х1220,18.00,3.123
,72921,МДФ AGT 3012 Снежно-белый supramat/двухсторонний,2560х1220,18.00,3.123
,72925,МДФ AGT 3013 Бриз бежевый supramat/двухсторонний,2560х1220,18.00,3.123
,72928,МДФ AGT 3014 Облако серый supramat/двухсторонний,1800х1150,18.00,2.07
,72918,МДФ AGT 3016 Дейзи розовый supramat/двухсторонний,1470х1130,18.00,1.661
,72922,МДФ AGT 3017 Таймлес supramat/двухсторонний,2560х1220,18.00,3.123
,72915,МДФ AGT 3020 Сафари серый supramat/двухсторонний,2320х1220,18.00,2.83
,72919,МДФ AGT 3021 Лёд серый supramat/двухсторонний,2560х1220,18.00,3.123
,72923,МДФ AGT 3022 Королевский серый supramat/двухсторонний,1900х1100,18.00,2.09
,72926,МДФ AGT 3023 Темно-серый supramat/двухсторонний,2100х1200,18.00,2.52
,72930,МДФ AGT 3024 Галька серая supramat/двухсторонний,2560х1220,18.00,3.123
,72916,МДФ AGT 3025  Горький  шоколад supramat/двухсторонний,1250х1220,18.00,1.525
,72927,МДФ AGT 3028 Жемчужина белая supramat/двухсторонний,2560х1220,18.00,3.123
,72931,МДФ AGT 3029 Тихий океан  supramat/двухсторонний,2560х1220,18.00,3.123
,51600,МДФ AGT 383 Кашемир Белый матовый\Белый РЕ,570х1220,18.00,0.695
,51600,МДФ AGT 383 Кашемир Белый матовый\Белый РЕ,570х640,18.00,0.73
,51600,МДФ AGT 383 Кашемир Белый матовый\Белый РЕ,880х800,18.00,0.704
,51601,МДФ AGT 384 Кашемир Золотой матовый\Белый РЕ,490х1200,18.00,0.588
,51601,МДФ AGT 384 Кашемир Золотой матовый\Белый РЕ,860х1000,18.00,0.86
,51602,МДФ AGT 385 Кашемир Кремовый матовый\Белый РЕ,2800х600,18.00,1.68
,67807,МДФ AGT 391 Бежевый Камень матовый\Белый РЕ,2430х1220,18.00,2.965
,39794,МДФ AGT 6002 Черный Глянец\Белый РЕ,910х400,18.00,0.364
,39794,МДФ AGT 6002 Черный Глянец\Белый РЕ,2800х790,18.00,2.212
,49224,МДФ AGT 6004 Белый Жемчуг Глянец\Белый РЕ,1550х390,18.00,0.605
,60469,МДФ AGT 6008 Светло-серый Глянец\Белый РЕ,2560х750,18.00,1.92
,32504,МДФ AGT 601 Белый Глянец\Белый РЕ,1170х1220,18.00,1.427
,32504,МДФ AGT 601 Белый Глянец\Белый РЕ,1800х1220,18.00,2.196
,32504,МДФ AGT 601 Белый Глянец\Белый РЕ,2800х960,18.00,2.688
,32504,МДФ AGT 601 Белый Глянец\Белый РЕ,690х1220,18.00,0.842
,60468,МДФ AGT 6017 Темно-серый Глянец\Белый РЕ,1250х1220,18.00,1.525
,32506,МДФ AGT 604 Черное дерево Глянец\Белый РЕ,2560х1220,18.00,3.123
,32508,МДФ AGT 605 Кремовый Глянец\Белый РЕ,1750х670,18.00,1.173
,32510,МДФ AGT 608 Антрацит металлический Глянец\Белый РЕ,710х770,18.00,0.547
,32511,МДФ AGT 609 Дуб белый Глянец\Белый РЕ,1900х1000,18.00,1.9
,32515,МДФ AGT 623 Капучино/Кофе с молоком Глянец\Белый РЕ,2800х970,18.00,2.716
,36228,МДФ AGT 640 Крем золотой Глянец\Белый РЕ,2080х740,18.00,1.539
,36228,МДФ AGT 640 Крем золотой Глянец\Белый РЕ,1660х1220,18.00,2.025
,32523,МДФ AGT 647 Бьянко Глянец\Белый РЕ,1480х1220,18.00,1.806
,32523,МДФ AGT 647 Бьянко Глянец\Белый РЕ,830х1220,18.00,1.013
,32525,МДФ AGT 653 Терра коричневая Глянец\Белый РЕ,2800х860,18.00,2.408
,32527,МДФ AGT 667 Клен белый Глянец\Белый РЕ,2560х880,18.00,2.253
,36226,МДФ AGT 678 Галактика кремовая Глянец\Белый РЕ,2280х1220,18.00,2.782
,32536,МДФ AGT 679 Галактика коричневая Глянец\Белый РЕ,980х1220,18.00,1.196
,67808,МДФ AGT 687 Металлик Золото Глянец\Белый РЕ,2560х1220,18.00,3.123
,32537,МДФ AGT 689 Металлик синий Глянец\Белый РЕ,2560х1220,18.00,3.123
,47449,МДФ AGT 723 Черный шелк Soft Touch\Белый РЕ,2630х1220,18.00,3.209
,47449,МДФ AGT 723 Черный шелк Soft Touch\Белый РЕ,2430х900,18.00,2.187
,32540,МДФ AGT 728 Серый шелк Soft Touch\Белый РЕ,2370х1220,18.00,2.891
,40514,МДФ AGT 729 Светло-серый шелк Soft Touch\Белый РЕ,2560х1220,18.00,3.123
,32541,МДФ AGT 730 Кремовый шелк Soft Touch\Белый РЕ,1140х1220,18.00,1.391
,32541,МДФ AGT 730 Кремовый шелк Soft Touch\Белый РЕ,2800х1070,18.00,2.996
,35590,МДФ AGT 734 Белый шелк Soft Touch\Белый РЕ,780х1220,18.00,0.952
,35590,МДФ AGT 734 Белый шелк Soft Touch\Белый РЕ,830х480,18.00,0.398
,35590,МДФ AGT 734 Белый шелк Soft Touch\Белый РЕ,1180х880,18.00,1.038
,35590,МДФ AGT 734 Белый шелк Soft Touch\Белый РЕ,1280х1220,18.00,1.562
,35590,МДФ AGT 734 Белый шелк Soft Touch\Белый РЕ,830х1220,18.00,1.013
,35590,МДФ AGT 734 Белый шелк Soft Touch\Белый РЕ,560х960,18.00,0.538
,48361,МДФ AGT 737 Сиена Soft Touch\Белый РЕ,2560х1220,18.00,3.123
,23366,МДФ плита шлифованная 10мм  Кronospan,2400х900,10.00,0.022
,23366,МДФ плита шлифованная 10мм  Кronospan,500х2000,10.00,0.99
,23366,МДФ плита шлифованная 10мм  Кronospan,2300х1300,10.00,0.03
,23366,МДФ плита шлифованная 10мм  Кronospan,1800х1400,10.00,0.975
,23366,МДФ плита шлифованная 10мм  Кronospan,2300х800,10.00,0.018
,23367,МДФ плита шлифованная 12мм  Кronospan,1700х1700,12.00,0.035
,23367,МДФ плита шлифованная 12мм  Кronospan,2600х1000,12.00,0.031
,23364,МДФ плита шлифованная 16мм  Кronospan,1800х1000,16.00,0.029
,23364,МДФ плита шлифованная 16мм  Кronospan,2500х1000,16.00,1
,23364,МДФ плита шлифованная 16мм  Кronospan,2620х530,16.00,0.022
,23364,МДФ плита шлифованная 16мм  Кronospan,2620х1300,16.00,0.087
,23364,МДФ плита шлифованная 16мм  Кronospan,2080х2000,16.00,0.066
,23364,МДФ плита шлифованная 16мм  Кronospan,2500х1300,16.00,0.052
,23364,МДФ плита шлифованная 16мм  Кronospan,2400х1000,16.00,0.038
,23364,МДФ плита шлифованная 16мм  Кronospan,2300х1500,16.00,1
,23364,МДФ плита шлифованная 16мм  Кronospan,1800х700,16.00,0.02
,,,,,
